gp,min,pts,fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,pts_per_min,efficiency_rating,ast_tov_ratio
82,16.7,5.2,42.0,35.9,88.4,1.1,3.7,0.8,0.0,0.8,1,0.31137724550898205,10.0,4.619225967540574
24,14.7,5.1,44.3,0.0,57.8,2.1,0.9,0.7,0.1,1.4,0,0.3469387755102041,7.499999999999998,0.6423982869379016
65,14.5,5.5,48.8,0.0,68.9,3.6,0.3,0.2,0.2,0.7,0,0.3793103448275862,9.1,0.42796005706134094
56,14.3,5.0,48.6,0.0,58.0,3.2,0.6,0.4,0.1,0.7,1,0.34965034965034963,8.6,0.8559201141226819
36,7.0,1.6,43.1,0.0,69.2,1.9,0.2,0.1,0.1,0.3,1,0.2285714285714286,3.6000000000000005,0.6644518272425249
51,13.4,4.8,44.5,0.0,72.5,2.2,0.8,0.4,0.3,0.9,0,0.3582089552238806,7.6,0.8879023307436182
75,10.4,4.3,54.5,0.0,69.9,2.7,0.2,0.1,0.3,0.9,1,0.41346153846153844,6.699999999999999,0.22197558268590456
54,10.2,4.8,42.6,0.0,38.4,3.7,1.1,0.4,0.1,0.9,1,0.47058823529411764,9.2,1.2208657047724751
62,9.9,4.1,53.7,25.0,61.5,2.1,0.3,0.3,0.5,0.6,1,0.4141414141414141,6.699999999999999,0.49916805324459235
82,9.5,1.7,30.1,7.1,78.1,1.1,2.6,0.3,0.1,1.1,1,0.17894736842105263,4.699999999999999,2.3614895549500456
53,9.4,2.2,36.6,29.4,60.9,0.5,2.2,0.5,0.1,1.0,0,0.23404255319148937,4.5,2.1978021978021984
47,9.4,2.9,40.2,16.7,83.3,0.9,2.3,0.5,0.2,1.3,0,0.30851063829787234,5.5,1.767870868562644
36,8.8,4.1,40.8,38.5,65.4,1.1,0.8,0.6,0.1,1.1,1,0.46590909090909083,5.599999999999998,0.7266121707538602
62,8.5,2.6,51.3,0.0,65.0,2.4,0.1,0.3,0.8,0.5,1,0.3058823529411765,5.699999999999999,0.1996007984031936
37,8.3,3.5,49.0,0.0,67.4,1.3,0.5,0.5,0.2,0.5,0,0.4216867469879518,5.5,0.998003992015968
60,8.1,3.1,49.4,0.0,50.0,2.6,0.4,0.3,0.3,0.5,1,0.3827160493827161,6.2,0.7984031936127745
51,8.0,2.2,40.4,25.0,81.3,0.9,1.5,0.5,0.1,0.7,1,0.275,4.499999999999999,2.1398002853067046
42,7.9,4.0,43.0,10.0,69.0,1.3,0.5,0.3,0.1,0.5,1,0.5063291139240506,5.699999999999999,0.998003992015968
33,7.8,3.8,48.0,10.0,82.4,1.1,0.4,0.4,0.1,0.4,1,0.48717948717948717,5.4,0.9975062344139651
33,7.8,3.8,48.0,10.0,82.4,1.1,0.4,0.4,0.1,0.4,0,0.48717948717948717,5.4,0.9975062344139651
57,10.0,3.3,36.9,30.8,63.8,2.2,0.8,0.7,0.4,1.2,1,0.32999999999999996,6.2,0.666111573688593
57,10.0,3.3,36.9,30.8,63.8,2.2,0.8,0.7,0.4,1.2,0,0.32999999999999996,6.2,0.666111573688593
24,17.4,5.3,41.8,24.4,60.0,1.8,0.8,1.0,0.4,1.1,0,0.3045977011494253,8.2,0.7266121707538602
77,22.6,6.0,46.0,40.1,71.2,3.2,0.9,0.7,0.2,0.8,0,0.2654867256637168,10.199999999999998,1.1235955056179774
72,7.3,2.5,41.5,0.0,73.8,1.3,0.6,0.3,0.0,0.5,0,0.3424657534246575,4.199999999999999,1.1976047904191616
49,7.3,2.6,36.4,22.2,66.0,0.6,1.4,0.3,0.1,0.9,1,0.35616438356164387,4.099999999999999,1.5538290788013318
46,6.8,3.3,50.4,40.0,70.6,1.1,0.4,0.3,0.1,0.7,0,0.4852941176470588,4.5,0.5706134094151213
43,6.8,1.6,34.9,11.1,56.3,0.6,1.7,0.5,0.1,0.4,1,0.23529411764705885,4.1,4.239401496259351
35,6.0,1.9,31.9,20.0,77.3,0.7,1.1,0.3,0.1,0.8,0,0.31666666666666665,3.3,1.373283395755306
51,5.7,2.2,47.4,0.0,78.3,1.4,0.2,0.2,0.0,0.5,1,0.3859649122807018,3.5,0.3992015968063872
41,5.6,2.4,42.2,0.0,68.2,1.0,0.2,0.2,0.1,0.3,1,0.4285714285714286,3.6000000000000005,0.6644518272425249
82,39.6,13.6,43.2,25.4,77.4,4.8,10.6,2.5,0.1,3.1,1,0.3434343434343434,28.5,3.418252176717188
61,35.6,13.8,47.7,30.8,81.9,2.3,7.1,1.5,0.1,3.0,1,0.38764044943820225,21.800000000000004,2.3658780406531155
58,22.6,7.2,43.7,29.0,65.6,2.6,3.2,0.6,0.3,1.0,0,0.3185840707964602,12.9,3.1968031968031974
55,32.9,14.8,47.5,0.0,67.9,7.9,1.3,1.1,0.5,2.2,1,0.4498480243161095,23.400000000000006,0.5906406179009541
67,31.7,12.4,43.9,33.3,87.9,3.4,6.4,1.7,0.1,2.5,1,0.3911671924290221,21.500000000000004,2.5589764094362257
42,27.1,7.6,40.7,20.0,83.3,4.5,2.3,0.9,0.4,1.8,1,0.28044280442804426,13.899999999999999,1.2770682953914492
35,24.5,10.4,35.6,22.4,72.7,3.4,1.7,0.8,0.6,1.8,1,0.4244897959183674,15.100000000000001,0.9439200444197668
35,24.5,10.4,35.6,22.4,72.7,3.4,1.7,0.8,0.6,1.8,1,0.4244897959183674,15.100000000000001,0.9439200444197668
82,24.2,11.7,50.1,20.0,60.4,6.3,1.0,0.7,1.5,1.7,1,0.4834710743801653,19.5,0.5878894767783657
80,24.0,9.2,46.1,20.8,83.9,2.4,5.5,1.3,0.3,1.8,1,0.3833333333333333,16.900000000000002,3.053858967240422
81,22.6,7.7,50.1,0.0,62.6,5.5,1.1,0.6,0.7,1.1,1,0.3407079646017699,14.499999999999998,0.9990917347865578
82,22.4,10.0,48.8,35.5,80.1,2.3,1.6,0.7,0.2,1.2,1,0.44642857142857145,13.6,1.332223147377186
61,22.4,9.6,40.4,26.7,74.0,2.3,1.9,0.9,0.4,1.9,1,0.4285714285714286,13.2,0.9994739610731195
66,21.7,8.6,48.2,0.0,51.2,4.0,1.2,0.7,0.5,1.6,1,0.39631336405529954,13.399999999999999,0.7495315427857588
59,22.2,8.0,42.3,33.8,81.5,3.7,1.6,0.5,0.8,0.8,0,0.3603603603603604,13.799999999999999,1.9975031210986267
79,20.9,7.9,46.3,17.4,57.6,3.8,2.1,1.1,0.7,1.7,1,0.3779904306220096,13.899999999999999,1.234567901234568
82,20.8,8.5,49.1,36.7,77.2,4.0,1.3,0.8,0.8,1.3,1,0.40865384615384615,14.100000000000001,0.9992313604919294
79,20.6,5.0,39.0,18.8,78.4,1.7,5.1,1.6,0.0,1.3,1,0.24271844660194172,12.1,3.9200614911606455
78,20.5,8.1,42.8,0.0,72.5,4.2,1.4,0.7,0.3,1.4,1,0.39512195121951216,13.3,0.9992862241256246
24,17.5,5.2,39.1,38.5,72.5,1.1,2.9,1.0,0.1,1.0,0,0.29714285714285715,9.3,2.897102897102897
39,16.5,5.7,45.9,0.0,87.1,4.5,0.8,0.3,0.1,0.9,1,0.34545454545454546,10.5,0.8879023307436182
75,15.0,5.6,43.0,0.0,70.7,2.9,0.9,0.5,0.9,1.6,0,0.3733333333333333,9.200000000000001,0.5621486570893192
79,14.6,3.6,53.2,0.0,64.0,3.4,0.5,0.4,0.3,0.7,1,0.24657534246575344,7.500000000000001,0.7132667617689016
58,13.1,2.7,37.4,24.0,71.9,1.0,3.1,0.3,0.1,1.0,0,0.20610687022900764,6.2,3.0969030969030973
49,11.9,5.3,44.6,0.0,72.2,0.6,1.2,0.4,0.0,1.0,0,0.4453781512605042,6.5,1.1988011988011988
70,10.3,4.2,49.6,23.1,80.6,2.0,0.7,0.3,0.6,0.8,1,0.4077669902912621,7.0,0.8739076154806491
40,9.5,3.8,42.2,20.0,89.7,0.7,1.5,0.1,0.1,0.6,0,0.39999999999999997,5.6,2.4958402662229617
55,9.3,3.1,47.4,0.0,56.3,2.6,0.4,0.2,0.3,0.6,1,0.3333333333333333,6.000000000000001,0.6655574043261232
59,8.7,2.5,47.0,0.0,73.5,0.7,1.7,0.6,0.0,0.9,0,0.2873563218390805,4.6,1.8867924528301885
44,8.3,2.4,40.4,0.0,81.0,0.6,2.0,0.4,0.0,0.9,0,0.2891566265060241,4.5,2.2197558268590454
49,8.3,4.5,46.6,0.0,70.2,1.3,0.5,0.3,0.3,0.6,1,0.5421686746987951,6.3,0.831946755407654
44,7.6,1.1,38.5,0.0,44.4,1.9,0.4,0.2,0.3,0.5,0,0.14473684210526316,3.4,0.7984031936127745
41,6.6,1.9,36.7,0.0,66.7,1.7,0.5,0.1,0.3,0.6,0,0.2878787878787879,3.899999999999999,0.831946755407654
36,6.3,1.3,37.5,28.6,61.5,0.4,0.6,0.2,0.0,0.5,1,0.20634920634920637,2.0000000000000004,1.1976047904191616
45,19.9,6.2,37.7,37.3,74.4,1.8,2.7,0.5,0.2,0.9,0,0.31155778894472363,10.499999999999998,2.9966703662597114
50,6.2,1.7,31.0,0.0,60.4,1.0,0.3,0.3,0.1,0.4,0,0.27419354838709675,3.0,0.7481296758104737
82,37.4,22.9,45.5,21.3,68.4,4.8,4.8,2.5,1.0,4.2,1,0.6122994652406417,31.8,1.1425850987860031
82,36.0,18.8,46.8,35.5,74.7,8.3,3.6,1.1,0.2,2.6,1,0.5222222222222223,29.400000000000006,1.384083044982699
80,33.9,14.6,48.5,0.0,74.5,7.9,1.9,0.7,2.1,1.7,1,0.4306784660766962,25.5,1.1169900058788949
80,33.7,15.7,53.8,0.0,69.6,8.1,3.8,0.6,0.8,3.1,1,0.46587537091988124,25.9,1.2254111576910673
71,27.8,5.3,47.5,0.0,61.7,4.7,8.2,1.8,0.6,2.2,1,0.19064748201438847,18.400000000000002,3.7255792821444795
68,25.3,10.4,49.1,0.0,75.7,5.0,1.1,0.7,0.7,1.1,1,0.41106719367588934,16.799999999999997,0.9990917347865578
63,25.2,15.9,53.1,0.0,64.9,4.9,1.7,0.6,0.6,2.4,0,0.6309523809523809,21.300000000000004,0.7080383173677635
78,22.7,9.2,45.4,22.2,64.6,4.7,2.4,1.6,0.4,1.6,1,0.4052863436123348,16.699999999999996,1.4990630855715177
80,19.8,5.9,39.6,31.9,77.0,2.0,0.7,0.9,0.1,0.3,0,0.297979797979798,9.299999999999999,2.3255813953488373
80,21.9,8.5,45.5,20.0,72.8,4.7,1.3,0.6,0.8,1.1,1,0.3881278538812786,14.8,1.1807447774750228
77,20.9,8.8,43.0,25.0,74.1,2.0,2.0,1.2,0.3,1.7,1,0.42105263157894746,12.600000000000001,1.1757789535567313
81,20.8,10.3,43.7,29.8,80.1,2.1,3.6,0.8,0.0,1.5,1,0.4951923076923077,15.3,2.3984010659560298
50,19.6,6.7,39.7,0.0,58.1,4.9,1.1,0.4,0.7,1.7,1,0.34183673469387754,12.100000000000001,0.6466784244562024
80,19.5,5.3,45.4,27.9,77.7,2.3,4.5,0.9,0.1,1.9,1,0.2717948717948718,11.2,2.3671751709626516
75,18.7,7.5,46.7,33.3,67.6,7.1,0.7,0.8,1.1,1.4,1,0.40106951871657753,15.799999999999999,0.4996431120628123
67,18.2,6.9,40.8,32.9,83.3,1.7,3.0,0.6,0.1,1.6,1,0.37912087912087916,10.7,1.8738288569643973
82,17.8,5.3,56.2,0.0,61.4,3.6,0.7,0.5,1.5,0.9,1,0.29775280898876405,10.7,0.7769145394006659
64,17.3,7.9,49.0,22.2,66.3,3.3,1.2,0.3,0.4,0.9,1,0.45664739884393063,12.2,1.3318534961154271
68,15.1,6.6,58.1,0.0,72.7,4.2,0.5,0.5,0.5,1.4,1,0.4370860927152318,10.9,0.3568879371877231
77,15.0,6.5,54.5,0.0,58.7,4.3,0.7,0.5,0.6,1.2,1,0.43333333333333335,11.4,0.5828476269775188
68,14.8,6.6,45.6,8.3,74.3,3.5,1.3,0.3,0.2,1.0,1,0.4459459459459459,10.9,1.298701298701299
77,14.3,5.2,47.6,0.0,63.2,3.5,0.5,0.3,0.4,1.1,1,0.36363636363636365,8.8,0.45413260672116257
66,14.2,4.4,47.1,0.0,69.3,2.9,0.8,0.6,0.2,0.7,1,0.3098591549295775,8.200000000000001,1.1412268188302426
67,13.6,4.6,42.3,25.0,72.9,2.6,1.8,0.6,0.3,0.9,0,0.338235294117647,9.0,1.997780244173141
65,13.5,5.4,47.6,0.0,68.7,3.4,0.4,0.3,0.3,1.2,1,0.4,8.600000000000003,0.3330557868442965
65,13.2,5.0,41.3,35.0,76.9,1.6,1.1,0.7,0.3,0.8,0,0.3787878787878788,7.8999999999999995,1.373283395755306
62,13.2,4.2,52.7,0.0,63.9,3.5,0.4,0.3,0.1,0.9,1,0.31818181818181823,7.6,0.4439511653718091
64,13.1,5.5,45.0,23.5,70.1,1.7,1.3,0.4,0.1,0.9,0,0.41984732824427484,8.1,1.4428412874583796
59,12.9,5.6,54.4,0.0,64.9,2.9,1.0,0.3,0.5,1.0,1,0.4341085271317829,9.3,0.9990009990009991
70,18.2,7.4,65.9,0.0,62.6,4.4,0.9,0.7,0.8,1.1,0,0.40659340659340665,13.100000000000001,0.8174386920980927
62,11.5,5.8,44.1,32.0,79.7,1.7,0.7,0.4,0.1,0.9,1,0.5043478260869565,7.799999999999999,0.7769145394006659
35,11.0,3.8,39.3,0.0,35.3,2.9,0.5,0.2,0.2,1.1,0,0.34545454545454546,6.5,0.45413260672116257
42,11.0,3.3,38.0,33.3,75.0,0.8,1.0,0.6,0.1,0.7,0,0.3,5.099999999999999,1.4265335235378032
59,10.7,5.0,41.1,4.5,86.8,1.2,0.5,0.3,0.1,0.8,1,0.4672897196261683,6.3,0.6242197253433208
45,10.4,4.2,48.6,0.0,60.0,1.7,0.6,0.2,0.2,0.4,0,0.40384615384615385,6.5,1.4962593516209475
67,9.5,4.9,42.6,28.3,78.9,1.2,0.9,0.4,0.1,0.7,1,0.5157894736842106,6.800000000000001,1.2838801711840229
60,8.7,3.8,46.8,0.0,69.0,1.5,0.7,0.3,0.3,0.6,1,0.4367816091954023,6.0,1.1647254575707155
41,8.3,3.1,42.7,0.0,75.0,1.4,1.1,0.3,0.0,0.6,0,0.37349397590361444,5.3,1.8302828618968388
62,8.0,3.7,43.6,0.0,74.6,1.9,0.4,0.1,0.1,0.6,1,0.4625,5.6,0.6655574043261232
43,6.7,3.4,37.8,20.0,63.6,1.0,0.8,0.3,0.1,0.8,0,0.5074626865671642,4.8,0.9987515605493134
53,10.1,2.1,45.5,0.0,60.8,2.2,0.3,0.1,0.6,0.6,0,0.20792079207920794,4.7,0.49916805324459235
54,6.0,2.3,33.8,31.0,63.0,0.6,0.6,0.2,0.0,0.5,0,0.3833333333333333,3.2,1.1976047904191616
50,35.4,20.0,47.4,0.0,73.9,9.0,2.0,1.1,2.1,3.4,0,0.5649717514124294,30.800000000000004,0.5880623346074684
82,33.0,17.1,49.0,20.0,68.7,8.0,2.4,1.2,0.5,3.0,1,0.5181818181818182,26.2,0.7997334221926025
81,30.6,14.9,49.6,0.0,48.1,8.9,2.9,1.3,0.5,3.4,1,0.4869281045751634,25.1,0.8526903851808292
81,28.1,14.7,51.5,0.0,68.4,7.2,1.0,0.4,0.5,2.3,1,0.5231316725978647,21.499999999999996,0.434593654932638
79,26.4,11.1,49.0,33.3,74.6,7.6,1.0,0.8,2.6,1.8,1,0.42045454545454547,21.3,0.5552470849528041
55,25.3,14.0,46.3,18.5,89.6,2.1,1.9,1.3,0.4,1.4,1,0.5533596837944664,18.3,1.3561741613133478
81,25.0,12.5,46.8,28.0,55.7,2.6,2.0,0.8,0.1,1.9,1,0.5,16.100000000000005,1.0520778537611783
82,23.9,9.4,48.1,31.3,79.8,1.5,4.8,0.8,0.1,1.9,1,0.39330543933054396,14.700000000000001,2.524986849026828
82,17.3,6.0,42.6,0.0,73.0,4.3,1.1,0.5,0.5,1.1,0,0.3468208092485549,11.3,0.9990917347865578
77,23.0,9.6,51.9,0.0,66.2,8.6,1.7,0.9,0.4,2.3,1,0.41739130434782606,18.899999999999995,0.7388092133854847
82,20.7,8.3,50.7,0.0,60.7,5.7,0.7,0.5,0.8,1.4,1,0.4009661835748793,14.6,0.4996431120628123
58,20.6,7.4,46.6,22.2,78.1,6.1,1.2,0.5,0.6,1.3,0,0.3592233009708738,14.499999999999998,0.9223674096848579
80,20.0,8.5,55.8,0.0,67.3,3.9,1.1,0.9,0.5,1.9,1,0.425,13.0,0.5786428195686482
82,18.8,6.4,53.9,16.7,61.1,4.6,0.7,0.6,0.6,1.2,1,0.3404255319148936,11.7,0.5828476269775188
71,18.6,4.7,45.6,0.0,53.1,4.1,0.6,0.4,0.1,1.2,1,0.25268817204301075,8.700000000000001,0.4995836802664447
64,17.1,7.7,46.9,0.0,64.7,4.3,0.3,0.5,0.1,1.1,1,0.4502923976608187,11.8,0.2724795640326975
79,15.6,7.8,48.3,18.2,78.5,1.6,4.3,1.0,0.1,2.0,1,0.5,12.799999999999999,2.1489255372313845
79,15.4,7.1,47.4,31.0,80.6,1.5,2.5,1.0,0.0,1.3,1,0.461038961038961,10.799999999999999,1.9215987701767872
34,17.1,7.0,42.7,31.0,59.6,3.3,0.5,0.5,0.5,1.2,0,0.4093567251461988,10.600000000000001,0.41631973355537055
71,16.5,4.9,45.7,31.1,61.1,1.9,2.9,0.9,0.1,1.4,0,0.296969696969697,9.3,2.069950035688794
78,15.0,4.7,47.2,9.1,61.9,3.1,1.1,1.0,0.8,1.2,0,0.31333333333333335,9.500000000000002,0.9159034138218154
76,14.9,5.5,48.1,27.0,78.5,1.7,3.5,0.9,0.0,1.4,0,0.36912751677852346,10.2,2.498215560314062
80,14.8,5.2,46.5,0.0,72.3,4.7,0.6,0.3,0.4,1.3,1,0.35135135135135137,9.9,0.46118370484242893
68,12.7,5.2,40.9,17.6,58.3,1.7,0.9,0.4,0.1,0.9,0,0.40944881889763785,7.4,0.9988901220865705
64,12.7,4.1,52.8,0.0,43.5,3.8,0.3,0.2,0.3,0.9,0,0.3228346456692913,7.799999999999999,0.3329633740288568
64,12.7,4.1,52.8,0.0,43.5,3.8,0.3,0.2,0.3,0.9,0,0.3228346456692913,7.799999999999999,0.3329633740288568
53,10.8,2.8,60.4,0.0,42.5,2.8,0.3,0.4,0.4,0.4,0,0.25925925925925924,6.3,0.7481296758104737
66,10.5,5.0,48.0,0.0,85.2,1.5,0.8,0.3,0.1,0.9,0,0.47619047619047616,6.799999999999999,0.8879023307436182
77,16.0,4.5,38.4,32.0,75.6,1.6,0.9,0.4,0.2,0.6,0,0.28125,7.000000000000001,1.497504159733777
45,10.4,3.7,40.8,20.0,60.0,1.0,1.8,0.4,0.1,1.1,0,0.3557692307692308,5.9,1.6348773841961854
45,10.2,3.5,38.3,11.1,51.4,0.7,1.5,0.8,0.1,0.9,0,0.3431372549019608,5.699999999999999,1.664816870144284
64,10.0,4.3,45.5,0.0,72.8,1.0,1.2,0.4,0.1,0.7,1,0.43,6.3,1.7118402282453637
55,9.2,3.7,44.4,50.0,55.8,1.5,1.6,0.8,0.3,0.9,1,0.4021739130434783,7.0,1.7758046614872365
57,8.5,4.5,44.2,20.0,92.6,1.0,0.9,0.4,0.1,0.6,1,0.5294117647058824,6.300000000000001,1.497504159733777
36,7.6,3.4,55.7,0.0,66.7,1.1,0.2,0.1,0.2,0.5,0,0.4473684210526316,4.5,0.3992015968063872
57,7.6,3.2,36.4,25.0,92.9,0.8,1.2,0.3,0.1,0.9,1,0.4210526315789474,4.699999999999999,1.3318534961154271
48,6.9,3.2,40.7,0.0,79.5,2.0,0.3,0.1,0.2,0.8,1,0.463768115942029,5.0,0.3745318352059925
75,15.1,2.8,30.8,26.4,64.4,1.4,3.2,0.9,0.1,1.2,0,0.18543046357615894,7.199999999999998,2.664446294754372
82,38.3,28.2,51.5,17.3,84.5,6.5,5.9,2.4,0.8,3.5,1,0.7362924281984334,40.3,1.6852327906312483
80,31.1,14.1,47.0,0.0,76.7,4.0,3.1,1.2,0.1,2.5,1,0.4533762057877813,20.000000000000004,1.2395041983206718
76,29.2,10.0,53.7,0.0,71.1,8.6,2.8,0.7,2.7,2.3,1,0.3424657534246575,22.5,1.2168622338113864
82,28.6,14.0,54.5,16.7,73.3,8.6,1.9,1.2,1.0,2.5,1,0.4895104895104895,24.2,0.7596961215513794
82,28.3,11.0,47.1,25.0,82.0,7.4,1.6,0.8,0.8,1.2,1,0.38869257950530034,20.400000000000002,1.332223147377186
80,25.8,8.8,44.6,20.0,82.9,2.1,4.4,1.3,0.1,2.1,1,0.34108527131782945,14.600000000000003,2.094240837696335
79,24.7,10.6,51.1,0.0,78.4,5.7,0.5,0.5,1.1,1.5,1,0.4291497975708502,16.900000000000002,0.33311125916055967
82,23.4,12.8,60.0,0.0,62.0,6.8,1.4,0.4,0.5,2.3,1,0.5470085470085471,19.599999999999998,0.6084311169056932
82,21.8,9.3,46.7,22.2,65.7,6.4,0.4,0.4,0.6,1.3,1,0.42660550458715596,15.8,0.307455803228286
75,21.5,7.1,54.3,0.0,73.7,5.2,0.7,0.6,0.4,1.1,1,0.3302325581395349,12.9,0.6357856494096276
79,21.3,9.2,49.8,36.4,73.4,3.4,3.5,1.6,0.3,2.1,1,0.43192488262910794,15.900000000000004,1.6658733936220846
78,20.3,9.3,55.7,0.0,71.5,5.1,1.0,0.2,0.4,1.5,1,0.458128078817734,14.5,0.6662225183211193
78,20.1,8.4,52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,1,0.417910447761194,14.7,0.8883953359244865
78,20.1,8.4,52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,0,0.417910447761194,14.7,0.8883953359244865
78,20.1,8.4,52.0,0.0,64.8,5.1,1.6,0.6,0.8,1.8,0,0.417910447761194,14.7,0.8883953359244865
29,16.4,3.7,31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,1,0.225609756097561,6.3,1.3986013986013988
29,16.4,3.7,31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,0,0.225609756097561,6.3,1.3986013986013988
29,16.4,3.7,31.7,31.1,50.0,1.4,1.4,0.6,0.2,1.0,0,0.225609756097561,6.3,1.3986013986013988
72,19.8,5.8,45.4,0.0,85.9,3.0,1.5,0.4,0.1,1.3,1,0.29292929292929293,9.5,1.1529592621060722
82,19.3,6.6,46.0,0.0,67.8,3.5,1.9,0.7,0.1,1.4,1,0.34196891191709844,11.399999999999999,1.3561741613133478
62,19.3,8.0,52.8,33.3,78.9,3.7,1.3,0.5,1.3,1.7,1,0.41450777202072536,13.100000000000001,0.7642563198118755
78,18.7,7.1,45.3,35.1,75.4,1.9,3.1,1.0,0.1,1.4,1,0.37967914438502676,11.799999999999999,2.2127052105638834
75,18.7,6.8,47.0,0.0,47.4,4.4,0.5,0.5,0.5,1.9,1,0.36363636363636365,10.799999999999999,0.2630194634402946
82,18.2,5.6,47.1,18.2,73.6,1.3,5.1,1.3,0.1,1.8,1,0.3076923076923077,11.6,2.8317601332593
74,17.3,7.1,45.9,16.0,81.0,1.5,1.7,0.6,0.2,1.1,0,0.4104046242774566,9.999999999999998,1.5440508628519527
74,17.0,4.4,46.0,18.8,71.1,1.8,2.9,1.0,0.2,1.3,0,0.25882352941176473,8.999999999999998,2.229054573405073
54,17.0,5.5,49.8,0.0,54.1,4.9,0.3,0.4,0.3,1.2,1,0.3235294117647059,10.200000000000003,0.24979184013322234
74,15.1,5.1,47.8,0.0,73.3,3.6,0.5,0.2,0.2,1.0,0,0.33774834437086093,8.599999999999998,0.4995004995004996
36,14.4,5.8,43.1,50.0,82.0,2.4,0.9,0.3,0.2,0.9,1,0.40277777777777773,8.7,0.9988901220865705
78,14.3,4.9,49.2,0.0,66.9,3.3,1.3,0.4,0.2,1.3,1,0.34265734265734266,8.799999999999999,0.9992313604919294
67,13.3,3.7,58.9,0.0,39.8,3.6,0.8,0.5,0.8,0.9,0,0.2781954887218045,8.500000000000002,0.8879023307436182
59,12.8,5.1,41.6,0.0,70.6,2.1,1.4,0.3,0.2,1.3,0,0.39843749999999994,7.8,1.0760953112990008
77,12.4,6.1,47.8,0.0,64.6,2.7,0.8,0.6,0.4,0.9,1,0.4919354838709677,9.700000000000001,0.8879023307436182
53,12.3,1.5,32.6,0.0,56.4,3.1,0.4,0.2,0.8,0.8,0,0.12195121951219512,5.2,0.4993757802746567
60,11.9,3.2,48.6,0.0,75.8,2.5,0.5,0.2,0.5,1.2,1,0.2689075630252101,5.7,0.41631973355537055
56,11.2,5.6,49.6,0.0,80.0,1.6,0.4,0.5,0.1,1.2,1,0.5,6.999999999999999,0.3330557868442965
63,10.8,4.1,38.3,22.2,75.5,1.0,1.4,0.5,0.1,1.1,0,0.3796296296296296,6.0,1.2715712988192551
66,10.6,3.8,39.7,25.0,70.7,2.0,0.4,0.2,0.2,0.8,0,0.3584905660377358,5.800000000000001,0.4993757802746567
51,10.5,3.8,44.0,0.0,75.0,1.6,0.7,0.2,0.2,0.6,0,0.3619047619047619,5.900000000000001,1.1647254575707155
60,9.2,3.4,36.7,0.0,50.9,1.6,0.4,0.4,0.1,0.7,0,0.3695652173913044,5.2,0.5706134094151213
59,9.1,3.3,37.3,0.0,76.5,1.3,0.9,0.5,0.2,0.6,1,0.3626373626373626,5.6000000000000005,1.497504159733777
51,9.0,4.5,48.2,0.0,64.2,1.4,0.3,0.2,0.3,0.7,0,0.5,6.0,0.42796005706134094
47,8.9,4.2,38.3,0.0,68.8,0.6,0.4,0.5,0.1,0.7,0,0.47191011235955055,5.1,0.5706134094151213
38,7.1,3.2,37.3,13.3,69.2,0.5,1.2,0.2,0.0,0.7,1,0.45070422535211274,4.4,1.7118402282453637
43,7.1,2.1,41.5,0.0,52.0,1.4,0.6,0.2,0.1,0.4,0,0.295774647887324,3.9999999999999996,1.4962593516209475
39,6.9,1.3,41.2,0.0,50.0,1.9,0.3,0.2,0.3,0.4,0,0.18840579710144928,3.6,0.7481296758104737
39,6.0,3.3,41.9,36.4,67.7,0.9,0.7,0.1,0.1,0.8,0,0.5499999999999999,4.3,0.8739076154806491
38,4.7,1.8,38.8,0.0,88.2,0.6,0.7,0.1,0.0,0.5,1,0.3829787234042553,2.6999999999999997,1.3972055888223551
82,32.8,21.0,52.3,25.0,66.1,11.1,2.0,0.8,2.4,3.6,1,0.6402439024390244,33.699999999999996,0.5554012774229381
81,30.0,12.0,48.0,18.8,75.3,6.9,2.1,0.9,0.8,2.0,1,0.4,20.7,1.0494752623688157
80,27.0,8.4,46.9,0.0,73.0,2.5,8.3,1.5,0.2,3.4,1,0.3111111111111111,17.500000000000004,2.440458688620994
79,26.3,10.8,49.9,25.0,73.1,5.7,2.2,0.7,0.7,1.5,1,0.41064638783269963,18.599999999999998,1.4656895403064625
52,12.8,4.2,35.6,24.5,63.8,3.0,0.3,0.4,0.1,0.9,1,0.328125,7.1,0.3329633740288568
82,25.9,12.4,44.8,24.1,74.2,4.0,2.3,1.3,0.1,1.7,1,0.4787644787644788,18.400000000000002,1.352145796590241
81,24.8,8.5,51.2,0.0,75.2,5.7,1.6,0.5,1.5,1.3,1,0.34274193548387094,16.499999999999996,1.229823212913144
81,24.4,12.1,44.4,32.4,82.6,1.9,1.9,0.3,0.2,1.4,1,0.4959016393442623,14.999999999999998,1.3561741613133478
81,23.9,9.3,46.2,16.7,78.5,2.7,3.9,1.6,0.4,2.1,1,0.38912133891213396,15.799999999999999,1.8562589243217515
80,23.2,5.5,49.6,0.0,59.0,6.2,0.9,0.4,1.8,1.4,1,0.23706896551724138,13.4,0.6423982869379016
74,22.1,10.6,48.4,23.5,80.6,2.2,2.4,1.1,0.3,1.6,1,0.4796380090497737,15.000000000000002,1.4990630855715177
